company_id,type,rule_id,text,confidence_pct
BHARTIARTL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78
BHARTIARTL,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,78
BHARTIARTL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,68
BHARTIARTL,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
BHARTIARTL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,96
BHARTIARTL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
BHARTIARTL,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
BHARTIARTL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
BHEL,con,CON-03,Operating margins declining for 3 consecutive years suggests pricing or cost pressure,78
BHEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
BHEL,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,78
BHEL,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",72
BHEL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,68
BHEL,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,78
BHEL,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,95
BHEL,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,98
BHEL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98
BHEL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
BHEL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
BOSCHLTD,con,CON-03,Operating margins declining for 3 consecutive years suggests pricing or cost pressure,73
BOSCHLTD,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
BOSCHLTD,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,72
BOSCHLTD,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98
BOSCHLTD,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
BOSCHLTD,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,98
BOSCHLTD,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,98
BOSCHLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83
BOSCHLTD,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,92
BPCL,con,CON-03,Operating margins declining for 3 consecutive years suggests pricing or cost pressure,70
BPCL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
BPCL,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",66
BPCL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,68
BPCL,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,67
BPCL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,84
BPCL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,79
BPCL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95
BPCL,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
BPCL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
BRITANNIA,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",78
BRITANNIA,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,77
BRITANNIA,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
BRITANNIA,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,71
BRITANNIA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,68
BRITANNIA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,89
BRITANNIA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68
BRITANNIA,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
BRITANNIA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87
BRITANNIA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,74
CANBK,con,CON-03,Operating margins declining for 3 consecutive years suggests pricing or cost pressure,98
CANBK,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,70
CANBK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,92
CANBK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,98
CANBK,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,72
CANBK,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,66
CANBK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82
CANBK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,91
CANBK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,98
CANBK,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,98
CANBK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
CANBK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,98
CANBK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
CHOLAFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,98
CHOLAFIN,con,CON-03,Operating margins declining for 3 consecutive years suggests pricing or cost pressure,83
CHOLAFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91
CHOLAFIN,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,98
CHOLAFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,87
CHOLAFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
CHOLAFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81
CHOLAFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,89
CHOLAFIN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
CHOLAFIN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,73
CHOLAFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81
CIPLA,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,70
CIPLA,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
CIPLA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
CIPLA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81
CIPLA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
CIPLA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,87
CIPLA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
CIPLA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,92
COALINDIA,con,CON-03,Operating margins declining for 3 consecutive years suggests pricing or cost pressure,98
COALINDIA,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,72
COALINDIA,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",72
COALINDIA,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,67
COALINDIA,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,71
COALINDIA,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
COALINDIA,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98
COALINDIA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
COALINDIA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75
COALINDIA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,79
COALINDIA,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,98
COALINDIA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
COALINDIA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,96
COALINDIA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,74
DABUR,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,67
DABUR,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,79
DABUR,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,68
DABUR,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,66
DABUR,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98
DABUR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91
DABUR,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,98
DABUR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68
DABUR,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,74
DIVISLAB,con,CON-13,Dividend yield of 1.39% remains below the 2% income-investor threshold,70
DIVISLAB,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,69
DIVISLAB,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,76
DIVISLAB,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68
DIVISLAB,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,81
DIVISLAB,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,68
DIVISLAB,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
DIVISLAB,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67
DIVISLAB,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67
DIVISLAB,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,74
DLF,con,CON-03,Operating margins declining for 3 consecutive years suggests pricing or cost pressure,78
DLF,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
DLF,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,67
DLF,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",68
DLF,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,70
DLF,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,89
DLF,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98
DLF,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
DLF,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84
DLF,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
DLF,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,94
DLF,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78
DLF,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,86
DLF,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
DMART,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,74
DMART,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,67
DMART,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
DMART,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81
DMART,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
DMART,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
DMART,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,77
DMART,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83
DMART,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,74
DRREDDY,con,CON-03,Operating margins declining for 3 consecutive years suggests pricing or cost pressure,74
DRREDDY,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,73
DRREDDY,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,68
DRREDDY,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,68
DRREDDY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,98
